xtf_id,Date,Power,Inclination,Orientation,PlantCategory,ElectricityProductionPlantR
detail_1005,2013-12-19,51.48,,,plantcat_8,42909
detail_1006,2016-10-28,15.68,,,plantcat_8,45429
detail_1007,2016-09-01,111.54,,,plantcat_8,49493
detail_1008,2017-09-27,134.26,,,plantcat_8,49493
detail_1009,2015-06-26,52,,,plantcat_8,45579
detail_1010,2015-03-26,41.06,,,plantcat_8,43512
detail_1011,2013-12-20,53.56,,,plantcat_8,45510
detail_1012,2015-07-03,39.26,,,plantcat_9,45477
detail_1013,2012-07-27,30,,,plantcat_8,45420
detail_1014,2016-09-20,117.99,,,plantcat_8,45420
detail_1015,2016-03-24,31.86,,,plantcat_8,43356
detail_1016,2017-12-18,412.69,,,plantcat_8,43395
detail_1017,2015-03-30,28.35,,,plantcat_9,47169
detail_1018,2015-10-23,29.9,,,plantcat_8,43542
detail_1019,2016-03-10,734.4,,,plantcat_8,43707
detail_1020,2016-03-22,3.75,,,plantcat_8,43786
detail_1021,2015-02-16,6.21,,,plantcat_8,44211
detail_1022,2014-09-29,13.5,,,plantcat_8,43896
detail_1023,2016-06-10,40.98,,,plantcat_8,43905
detail_1024,2019-09-27,10.5,,,plantcat_9,43908
detail_1025,2017-12-21,319.2,,,plantcat_8,43947
detail_1026,2016-06-22,156.75,,,plantcat_8,43443
detail_1027,2016-03-31,106.5,,,plantcat_8,43455
detail_1028,2016-05-12,41.6,,,plantcat_8,43934
detail_1029,2013-10-17,5.04,,,plantcat_8,43590
detail_1030,2015-09-22,5.7,,,plantcat_9,43966
detail_1031,2015-09-25,115.5,,,plantcat_8,44049
detail_1032,2012-10-31,7.8,,,plantcat_8,48670
detail_1033,2013-06-07,1.96,,,plantcat_8,44205
detail_1034,2015-03-31,171.47,,,plantcat_8,50137
detail_1035,2014-10-01,17.68,,,plantcat_8,44994
detail_1036,2017-02-27,8.19,,,plantcat_9,45181
detail_1037,2015-09-21,29,,,plantcat_8,44376
detail_1038,2012-04-01,1.17,,,plantcat_8,43878
detail_1039,2015-02-16,29.68,,,plantcat_8,43875
detail_1040,2015-03-17,25.44,,,plantcat_8,43875
detail_1041,2015-08-03,33.66,,,plantcat_8,43875
detail_1042,2017-03-23,21.24,,,plantcat_8,43875
detail_1043,2017-12-19,29.7,,,plantcat_8,43875
detail_1044,2014-12-16,151.47,,,plantcat_8,44277
detail_1045,2015-08-17,124.64,,,plantcat_8,44298
detail_1046,2017-09-26,91.4,,,plantcat_8,44298
detail_1047,2015-08-21,3.96,,,plantcat_8,45903
detail_1048,2014-12-01,22.5,,,plantcat_8,48837
detail_1049,2015-03-23,25.65,,,plantcat_8,45916
detail_1050,2016-09-28,45.49,,,plantcat_9,45916
detail_1051,2016-05-25,31.05,,,plantcat_8,44874
detail_1052,2016-07-29,16.2,,,plantcat_8,44751
detail_1053,2012-09-15,2.5,,,plantcat_8,44877
detail_1054,2015-03-27,67.64,,,plantcat_8,44790
detail_1055,2016-09-12,372.32,,,plantcat_8,45531
detail_1056,2016-08-04,55.65,,,plantcat_8,44884
detail_1057,2013-12-18,5.57,,,plantcat_9,46381
detail_1058,2017-03-30,147.9,,,plantcat_8,45561
detail_1059,2016-09-29,21,,,plantcat_8,44077
detail_1060,2016-03-22,36.85,,,plantcat_8,44109
detail_1061,2017-10-25,3.92,,,plantcat_8,45982
detail_1062,2014-12-16,85.86,,,plantcat_8,44908
detail_1063,2017-09-11,25.74,,,plantcat_8,44922
detail_1064,2015-12-24,77.22,,,plantcat_8,45687
detail_1065,2016-09-07,708.76,,,plantcat_8,44940
detail_1066,2017-07-20,111.63,,,plantcat_8,44952
detail_1067,2014-03-25,42.64,,,plantcat_8,45723
detail_1068,2017-09-26,68.86,,,plantcat_8,44956
detail_1069,2016-09-27,193.8,,,plantcat_8,44998
detail_1070,2017-09-28,43.2,,,plantcat_8,45033
detail_1071,2015-12-10,7.6,,,plantcat_8,50667
detail_1072,2017-12-19,194.7,,,plantcat_8,46071
detail_1073,2015-08-10,28.88,,,plantcat_8,45402
detail_1074,2018-03-28,64.35,,,plantcat_8,45402
detail_1075,2016-05-10,2.5,,,plantcat_8,46152
detail_1076,2016-02-26,148.72,,,plantcat_8,46161
detail_1077,2010-11-02,19.6,,,plantcat_8,48132
detail_1078,2013-10-23,16.96,,,plantcat_8,48132
detail_1079,2015-08-28,338.14,,,plantcat_8,46257
detail_1080,2015-09-25,202.23,,,plantcat_9,45828
detail_1081,2017-03-27,77,,,plantcat_9,45828
detail_1082,2015-03-04,6.48,,,plantcat_8,46273
detail_1083,2012-10-05,14.4,,,plantcat_8,45897
detail_1084,2017-09-29,55.76,,,plantcat_8,45969
detail_1085,2018-06-11,1.26,,,plantcat_9,42996
detail_1086,2013-04-26,8.57,,,plantcat_8,47563
detail_1087,2014-12-03,60.84,,,plantcat_8,47564
detail_1088,2014-05-06,2.28,,,plantcat_9,46069
detail_1089,2012-10-03,2.66,,,plantcat_8,46455
detail_1090,2017-01-27,4.32,,,plantcat_9,46891
detail_1091,2017-11-28,11.4,,,plantcat_8,47205
detail_1092,2016-09-27,106.34,,,plantcat_8,46375
detail_1093,2016-10-19,111.54,,,plantcat_8,46375
detail_1094,2012-07-27,1.17,,,plantcat_8,47340
detail_1095,2016-09-29,29.64,,,plantcat_8,46680
detail_1096,2016-12-06,6.96,,,plantcat_8,48221
detail_1097,2015-09-24,27.54,,,plantcat_9,47040
detail_1098,2016-03-18,20.02,,,plantcat_8,46545
detail_1099,2015-03-26,31.32,,,plantcat_8,46722
detail_1100,2017-12-21,24.4,,,plantcat_8,46722
detail_1101,2015-03-23,24.3,,,plantcat_8,47161
detail_1102,2013-12-17,195,,,plantcat_8,46907
detail_1103,2017-03-29,61,,,plantcat_8,46836
detail_1104,2015-11-04,14.56,,,plantcat_8,46884
detail_1105,2017-09-25,5.8,,,plantcat_8,46884
detail_1106,2015-09-30,76.56,,,plantcat_8,44640
detail_1107,2011-10-24,2.78,,,plantcat_9,47417
detail_1108,2014-06-24,3,,,plantcat_8,44643
detail_1109,2015-03-20,28.6,,,plantcat_8,47002
detail_1110,2012-02-15,9.87,,,plantcat_8,46930
detail_1111,2012-08-24,337,,,plantcat_8,46988
detail_1112,2012-08-24,78.4,,,plantcat_9,46988
detail_1113,2013-12-19,116.3,,,plantcat_9,46988
detail_1114,2013-12-19,23,,,plantcat_8,46988
detail_1115,2014-04-04,5,,,plantcat_8,47414
detail_1116,2013-11-01,5.5,,,plantcat_9,46992
detail_1117,2020-08-04,2.8,,,plantcat_9,47482
detail_1118,2015-03-14,38.75,,,plantcat_8,49006
detail_1119,2016-03-31,132.08,,,plantcat_8,47206
detail_1120,2014-09-26,3.06,,,plantcat_9,47126
detail_1121,2015-03-09,6.36,,,plantcat_8,47239
detail_1122,2015-07-23,70.47,,,plantcat_8,47124
detail_1123,2017-06-08,85.4,,,plantcat_8,47124
detail_1124,2016-03-10,77.76,,,plantcat_8,47266
detail_1125,2014-04-17,6.8,,,plantcat_9,47127
detail_1126,2015-03-27,11.34,,,plantcat_8,47121
detail_1127,2016-03-30,31.71,,,plantcat_8,47121
detail_1128,2015-07-28,7.5,,,plantcat_8,47570
detail_1129,2011-09-05,10.26,,,plantcat_8,47154
detail_1130,2012-02-22,10.53,,,plantcat_8,47154
detail_1131,2016-03-17,50.96,,,plantcat_8,48205
detail_1132,2016-09-23,80.08,,,plantcat_8,47327
detail_1133,2013-06-14,36.47,,,plantcat_8,47260
detail_1134,2016-08-26,122.1,,,plantcat_8,47297
detail_1135,2015-09-30,363.15,,,plantcat_8,47299
detail_1136,2015-09-21,128.7,,,plantcat_8,47616
detail_1137,2016-09-30,169.29,,,plantcat_8,47333
detail_1138,2013-12-12,264.5,,,plantcat_8,47332
detail_1139,2021-02-03,4.55,,,plantcat_8,47624
detail_1140,2012-04-02,1.08,,,plantcat_8,48243
detail_1141,2015-03-23,37.7,,,plantcat_8,47361
detail_1142,2015-09-29,47.79,,,plantcat_8,47361
detail_1143,2013-12-01,67.6,,,plantcat_10,47441
detail_1144,2015-12-16,121.5,,,plantcat_8,47441
detail_1145,2015-03-23,19.62,,,plantcat_9,47793
detail_1146,2015-06-24,1686.8,,,plantcat_8,47536
detail_1147,2017-09-26,288.99,,,plantcat_8,47387
detail_1148,2015-03-30,105.32,,,plantcat_8,47378
detail_1149,2015-09-28,14.82,,,plantcat_8,47371
detail_1150,2016-06-03,50.16,,,plantcat_8,47373
detail_1151,2016-03-31,58.3,,,plantcat_8,47989
detail_1152,2015-03-30,84.56,,,plantcat_8,47784
detail_1153,2012-05-01,2.64,,,plantcat_8,47471
detail_1154,2014-01-31,1.44,,,plantcat_8,47471
detail_1155,2016-11-25,2.66,,,plantcat_8,47552
detail_1156,2015-11-17,3.49,,,plantcat_9,47453
detail_1157,2015-12-21,4.99,,,plantcat_8,47507
detail_1158,2017-12-21,84.37,,,plantcat_8,47507
detail_1159,2015-08-18,26,,,plantcat_8,47503
detail_1160,2014-08-19,8.3,,,plantcat_8,47509
detail_1161,2014-06-04,43.47,,,plantcat_8,47666
detail_1162,2014-06-19,51.15,,,plantcat_8,47666
detail_1163,2016-09-30,5.36,,,plantcat_8,47508
detail_1164,2015-09-10,45.82,,,plantcat_8,47500
detail_1165,2012-05-03,7.35,,,plantcat_8,47758
detail_1166,2015-09-30,78.96,,,plantcat_8,47700
detail_1167,2016-02-18,5.2,,,plantcat_8,47702
detail_1168,2015-03-31,109.98,,,plantcat_8,47791
detail_1169,2015-09-10,87.36,,,plantcat_8,49477
detail_1170,2014-10-30,18.4,,,plantcat_9,47858
detail_1171,2015-09-20,2.16,,,plantcat_8,47577
detail_1172,2012-12-28,165.75,,,plantcat_8,47727
detail_1173,2015-09-17,8.1,,,plantcat_8,47790
detail_1174,2016-03-10,44.4,,,plantcat_8,47931
detail_1175,2017-08-14,120.06,,,plantcat_8,47931
detail_1176,2015-09-21,12.6,,,plantcat_8,47849
detail_1177,2013-06-27,2.7,,,plantcat_8,47930
detail_1178,2017-09-20,2.5,,,plantcat_8,47930
detail_1179,2014-11-01,11.75,,,plantcat_8,48155
detail_1180,2015-09-08,13,,,plantcat_8,48155
detail_1181,2015-03-27,29.58,,,plantcat_8,47845
detail_1182,2014-09-01,315.25,,,plantcat_8,48028
detail_1183,2015-07-16,639.08,,,plantcat_8,48028
detail_1184,2016-09-01,680.92,,,plantcat_8,48028
detail_1185,2015-03-26,205.7,,,plantcat_8,47871
detail_1186,2012-09-18,4.92,,,plantcat_9,47869
detail_1187,2015-03-31,6,,,plantcat_8,47896
detail_1188,2016-03-18,14.3,,,plantcat_8,47894
detail_1189,2015-02-27,3.6,,,plantcat_8,48539
detail_1190,2014-02-26,4.14,,,plantcat_8,48009
detail_1191,2015-03-20,8.4,,,plantcat_8,49024
detail_1192,2015-08-07,4.62,,,plantcat_8,48297
detail_1193,2012-07-11,4.66,,,plantcat_8,48019
detail_1194,2015-01-15,13.77,,,plantcat_8,48080
detail_1195,2014-07-25,4.77,,,plantcat_8,48041
detail_1196,2013-07-22,2.5,,,plantcat_8,67323
detail_1197,2016-09-14,1224.93,,,plantcat_8,48068
detail_1198,2015-09-17,176.71,,,plantcat_8,48100
detail_1199,2017-03-24,9.92,,,plantcat_8,48160
detail_1200,2016-09-30,106,,,plantcat_8,48161
detail_1201,2015-11-27,114.46,,,plantcat_8,48105
detail_1202,2013-07-19,41.61,,,plantcat_8,48089
detail_1203,2015-09-28,120.12,,,plantcat_8,48291
detail_1204,2013-12-23,27,,,plantcat_8,48292
detail_1205,2013-12-23,38.5,,,plantcat_9,48292
detail_1206,2015-09-28,23.4,,,plantcat_8,48292
detail_1207,2012-09-29,2.24,,,plantcat_8,48125
detail_1208,2016-09-28,30.9,,,plantcat_8,48191
detail_1209,2013-12-18,111.65,,,plantcat_8,48118
detail_1210,2015-09-30,133.65,,,plantcat_8,48118
detail_1211,2016-06-22,194.88,,,plantcat_8,48164
detail_1212,2018-11-22,32.4,,,plantcat_8,51529
detail_1213,2015-02-23,3.64,,,plantcat_8,48229
detail_1214,2012-09-25,20.3,,,plantcat_8,48286
detail_1215,2013-02-06,5.36,,,plantcat_8,47756
detail_1216,2014-09-19,19.6,,,plantcat_8,48414
detail_1217,2015-09-30,26.88,,,plantcat_8,48303
detail_1218,2015-08-04,29.68,,,plantcat_8,48325
detail_1219,2013-03-07,3.51,,,plantcat_8,48425
detail_1220,2015-03-31,92.4,,,plantcat_8,48334
detail_1221,2015-09-29,159.2,,,plantcat_8,48334
detail_1222,2015-08-08,45.39,,,plantcat_8,48183
detail_1223,2015-09-24,46.8,,,plantcat_8,48364
detail_1224,2012-03-11,73.67,,,plantcat_9,48180
detail_1225,2016-12-20,194.7,,,plantcat_8,48345
detail_1226,2015-08-06,3.24,,,plantcat_9,49764
detail_1227,2018-04-06,3.6,,,plantcat_8,48418
detail_1228,2015-03-16,4.83,,,plantcat_8,48477
detail_1229,2012-09-26,1.3,,,plantcat_9,48586
detail_1230,2011-12-23,2.46,,,plantcat_8,48561
detail_1231,2017-03-16,28.5,,,plantcat_8,48540
detail_1232,2011-11-16,1.35,,,plantcat_8,48480
detail_1233,2013-06-27,4.8,,,plantcat_10,48480
detail_1234,2013-08-20,5.45,,,plantcat_8,48480
detail_1235,2013-10-11,9.24,,,plantcat_9,48480
detail_1236,2013-10-11,21.2,,,plantcat_8,48480
detail_1237,2016-05-03,20.88,,,plantcat_8,48480
detail_1238,2013-10-08,30.6,,,plantcat_9,48340
detail_1239,2015-03-24,5.35,,,plantcat_8,48627
detail_1240,2015-03-31,3.05,,,plantcat_8,48565
detail_1241,2012-10-11,20.08,,,plantcat_8,48717
detail_1242,2013-12-28,34.5,,,plantcat_8,48607
detail_1243,2014-08-04,12.96,,,plantcat_8,48707
detail_1244,2016-02-22,33,,,plantcat_8,48702
detail_1245,2015-03-18,95.4,,,plantcat_8,48749
detail_1246,2012-06-15,10,,,plantcat_8,48789
detail_1247,2018-07-27,5.4,,,plantcat_8,49022
detail_1248,2014-01-11,39.96,,,plantcat_8,48774
detail_1249,2012-12-04,7.25,,,plantcat_8,48737
detail_1250,2016-03-09,8.12,,,plantcat_8,48737
detail_1251,2012-01-26,3,,,plantcat_8,48829
detail_1252,2013-12-04,5.76,,,plantcat_9,48829
detail_1253,2016-06-29,115.77,,,plantcat_8,49093
detail_1254,2016-03-24,221.4,,,plantcat_8,49225
detail_1255,2016-03-10,69.6,,,plantcat_9,48911
detail_1256,2015-03-26,10.83,,,plantcat_8,48930
detail_1257,2012-09-30,11,,,plantcat_8,49238
detail_1258,2015-01-12,45.36,,,plantcat_8,48977
detail_1259,2016-03-31,29.12,,,plantcat_8,48880
detail_1260,2014-05-19,6.72,,,plantcat_8,48938
detail_1261,2017-01-27,54.06,,,plantcat_8,48925
detail_1262,2015-08-26,22.4,,,plantcat_8,48949
detail_1263,2017-08-03,4.4,,,plantcat_8,48948
detail_1264,2013-04-30,4.85,,,plantcat_8,48927
detail_1265,2013-12-20,8.15,,,plantcat_8,48927
detail_1266,2015-03-27,10.08,,,plantcat_8,48997
detail_1267,2012-09-07,128,,,plantcat_8,48971
detail_1268,2012-09-28,145.86,,,plantcat_8,49145
detail_1269,2013-12-16,15.6,,,plantcat_8,49145
detail_1270,2015-03-01,14,,,plantcat_8,49146
detail_1271,2012-07-18,3.84,,,plantcat_9,48990
detail_1272,2013-05-29,5.94,,,plantcat_9,48990
detail_1273,2015-05-30,11.76,,,plantcat_9,48990
detail_1274,2011-12-20,26.4,,,plantcat_8,49001
detail_1275,2013-11-10,71.8,,,plantcat_9,49001
detail_1276,2016-09-29,190.8,,,plantcat_8,70535
detail_1277,2013-07-01,21.6,,,plantcat_8,49823
detail_1278,2012-09-25,73.75,,,plantcat_8,49465
detail_1279,2016-09-29,46.8,,,plantcat_8,49155
detail_1280,2017-12-19,98.52,,,plantcat_8,49101
detail_1281,2012-05-05,2.49,,,plantcat_10,49228
detail_1282,2017-09-29,177.1,,,plantcat_8,49208
detail_1283,2015-01-16,16.2,,,plantcat_8,49167
detail_1284,2020-04-20,56.98,,,plantcat_8,51367
detail_1285,2012-02-23,11.52,,,plantcat_8,49333
detail_1286,2020-09-09,3.74,,,plantcat_9,49216
detail_1287,2015-06-30,5.8,,,plantcat_8,49220
detail_1288,2012-05-15,31.62,,,plantcat_8,49377
detail_1289,2016-11-01,9.6,,,plantcat_9,49519
detail_1290,2016-05-13,22.14,,,plantcat_8,49591
detail_1291,2019-11-26,6.72,,,plantcat_9,49847
detail_1292,2015-06-15,6.33,,,plantcat_8,49395
detail_1293,2017-03-17,157.04,,,plantcat_8,49699
detail_1294,2015-03-26,10.78,,,plantcat_9,49291
detail_1295,2014-09-23,3.18,,,plantcat_8,49289
detail_1296,2016-09-20,121.9,,,plantcat_8,49413
detail_1297,2013-12-18,54.94,,,plantcat_9,49480
detail_1298,2013-08-06,4.08,,,plantcat_8,49979
detail_1299,2014-11-24,7.28,,,plantcat_8,49979
detail_1300,2011-11-22,3.22,,,plantcat_8,49664
detail_1301,2011-11-22,3.22,,,plantcat_8,49663
detail_1302,2018-11-26,4.5,,,plantcat_9,49639
detail_1303,2013-12-17,15.9,,,plantcat_8,49503
detail_1304,2014-10-10,10.97,,,plantcat_8,49553
detail_1305,2018-07-11,4.2,,,plantcat_8,54303
detail_1306,2014-10-10,1.65,,,plantcat_10,49586
detail_1307,2015-09-11,75.74,,,plantcat_9,49637
detail_1308,2014-07-01,55.65,,,plantcat_8,49684
detail_1309,2017-12-11,114.07,,,plantcat_8,49575
detail_1310,2016-09-29,43.32,,,plantcat_8,49668
detail_1311,2017-03-31,73.8,,,plantcat_8,49668
detail_1312,2014-12-23,39.27,,,plantcat_9,49703
detail_1313,2012-12-12,8.4,,,plantcat_8,49652
detail_1314,2015-09-23,3,,,plantcat_8,49652
detail_1315,2019-10-28,3.72,,,plantcat_8,49658
detail_1316,2012-02-21,32.4,,,plantcat_8,49720
detail_1317,2019-10-10,6.33,,,plantcat_9,49852
detail_1318,2017-03-28,40.26,,,plantcat_8,49739
detail_1319,2014-02-20,2.4,,,plantcat_8,49741
detail_1320,2020-08-06,8.68,,,plantcat_9,49850
detail_1321,2015-03-10,10.07,,,plantcat_9,49785
detail_1322,2017-12-22,188.51,,,plantcat_8,49756
detail_1323,2014-12-24,198,,,plantcat_9,49793
detail_1324,2012-04-03,6.12,,,plantcat_8,49956
detail_1325,2016-09-23,120.54,,,plantcat_8,49859
detail_1326,2017-09-18,79.53,,,plantcat_8,49789
detail_1327,2012-08-31,2.85,,,plantcat_8,49796
detail_1328,2015-06-01,4.68,,,plantcat_9,49910
detail_1329,2012-09-28,3.84,,,plantcat_8,50610
detail_1330,2016-04-15,1.92,,,plantcat_8,50610
detail_1331,2012-02-17,1.67,,,plantcat_8,49816
detail_1332,2012-05-24,23.76,,,plantcat_8,49924
detail_1333,2017-02-22,6.5,,,plantcat_8,49896
detail_1334,2014-06-27,1.59,,,plantcat_8,51592
detail_1335,2013-06-13,5.5,,,plantcat_8,50271
detail_1336,2015-03-26,9.01,,,plantcat_8,50024
detail_1337,2016-03-31,87.36,,,plantcat_8,50862
detail_1338,2014-06-26,208.65,,,plantcat_8,50071
detail_1339,2017-09-29,390.28,,,plantcat_8,49997
detail_1340,2016-01-13,7.65,,,plantcat_8,49992
detail_1341,2012-09-15,1.13,,,plantcat_9,50251
detail_1342,2017-07-19,4.5,,,plantcat_8,50123
detail_1343,2014-03-28,11.13,,,plantcat_8,50278
detail_1344,2016-08-21,2.69,,,plantcat_8,50154
detail_1345,2014-06-11,1.56,,,plantcat_8,50343
detail_1346,2016-12-22,417.56,,,plantcat_8,52911
detail_1347,2015-12-21,35.62,,,plantcat_8,50346
detail_1348,2016-08-31,19.6,,,plantcat_8,50168
detail_1349,2013-09-10,11.44,,,plantcat_8,50182
detail_1350,2015-01-14,29.64,,,plantcat_8,49984
detail_1351,2012-12-15,0.5,,,plantcat_8,50164
detail_1352,2016-11-25,17.67,,,plantcat_9,50213
detail_1353,2013-06-11,7.36,,,plantcat_9,50256
detail_1354,2013-06-12,2.85,,,plantcat_8,50300
detail_1355,2013-12-18,6.4,,,plantcat_9,50230
detail_1356,2015-09-29,41.8,,,plantcat_8,50563
detail_1357,2012-12-02,8,,,plantcat_9,50282
detail_1358,2017-08-16,27.45,,,plantcat_8,50332
detail_1359,2013-07-22,1.98,,,plantcat_9,50338
detail_1360,2015-10-29,6.05,,,plantcat_8,51199
detail_1361,2017-03-25,18.9,,,plantcat_9,50423
detail_1362,2012-09-27,22.5,,,plantcat_8,50340
detail_1363,2020-02-11,22.1,,,plantcat_8,50318
detail_1364,2016-01-29,52,,,plantcat_8,50386
detail_1365,2014-06-03,189.54,,,plantcat_8,51805
detail_1366,2016-09-08,61.36,,,plantcat_8,50361
detail_1367,2015-03-20,79.55,,,plantcat_9,50419
detail_1368,2017-09-29,14.04,,,plantcat_8,50377
detail_1369,2017-12-20,12.2,,,plantcat_8,50617
detail_1370,2014-04-07,11,,,plantcat_9,50435
detail_1371,2015-09-30,36.57,,,plantcat_8,52277
detail_1372,2013-10-27,3.06,,,plantcat_8,50451
detail_1373,2013-10-21,3.71,,,plantcat_9,50416
detail_1374,2017-07-17,36.4,,,plantcat_8,50412
detail_1375,2014-07-24,6.68,,,plantcat_9,51472
detail_1376,2019-11-22,30.2,,,plantcat_8,50611
detail_1377,2019-07-04,5.49,,,plantcat_8,50558
detail_1378,2017-03-22,87.02,,,plantcat_9,50531
detail_1379,2015-08-07,88.92,,,plantcat_8,50494
detail_1380,2018-10-10,6.1,,,plantcat_8,50534
detail_1381,2016-11-23,37.63,,,plantcat_8,50602
detail_1382,2021-01-27,2.04,,,plantcat_8,50599
detail_1383,2015-03-26,59.67,,,plantcat_8,50524
detail_1384,2016-11-11,16.64,,,plantcat_8,50625
detail_1385,2012-09-21,113.19,,,plantcat_8,50575
detail_1386,2018-12-13,15.65,,,plantcat_9,50588
detail_1387,2015-03-17,50.96,,,plantcat_8,50595
detail_1388,2014-11-24,19.44,,,plantcat_8,50618
detail_1389,2020-09-23,4.2,,,plantcat_8,50833
detail_1390,2015-05-28,154.35,,,plantcat_8,50651
detail_1391,2020-09-16,7.36,,,plantcat_8,50638
detail_1392,2012-10-09,49.21,,,plantcat_8,50733
detail_1393,2013-11-11,35.31,,,plantcat_8,50733
detail_1394,2019-05-10,1.2,,,plantcat_9,50779
detail_1395,2015-09-29,62.37,,,plantcat_8,50761
detail_1396,2018-04-24,14.07,,,plantcat_8,50761
detail_1397,2015-03-04,3.55,,,plantcat_8,50731
detail_1398,2015-09-30,59.8,,,plantcat_8,51142
detail_1399,2015-09-29,5.2,,,plantcat_8,51151
detail_1400,2016-05-13,3.24,,,plantcat_8,50860
detail_1401,2013-10-08,4.34,,,plantcat_8,58523
detail_1402,2017-06-23,2.9,,,plantcat_8,50822
detail_1403,2018-07-27,32.4,,,plantcat_8,51336
detail_1404,2015-03-19,166.92,,,plantcat_8,50786
detail_1405,2012-01-27,30,,,plantcat_8,50956
detail_1406,2016-09-30,18.82,,,plantcat_9,50956
detail_1407,2015-05-22,16,,,plantcat_8,50921
detail_1408,2013-12-02,10.88,,,plantcat_9,50983
detail_1409,2016-05-10,3.09,,,plantcat_9,50846
detail_1410,2020-02-12,17.82,,,plantcat_8,50889
detail_1411,2016-03-31,29.64,,,plantcat_8,51100
detail_1412,2014-11-27,118.56,,,plantcat_8,51084
detail_1413,2014-06-26,29.84,,,plantcat_8,50949
detail_1414,2017-12-29,7.15,,,plantcat_8,50949
detail_1415,2018-10-15,30.6,,,plantcat_8,51003
detail_1416,2016-03-22,117.78,,,plantcat_8,50975
detail_1417,2018-09-07,9.55,,,plantcat_9,51017
detail_1418,2019-02-28,40.57,,,plantcat_8,50924
detail_1419,2013-07-10,5.76,,,plantcat_8,50963
detail_1420,2020-06-15,6.3,,,plantcat_8,51052
detail_1421,2015-09-20,18.2,,,plantcat_9,51155
detail_1422,2019-11-08,2.8,,,plantcat_9,51033
detail_1423,2012-11-24,17,,,plantcat_8,50979
detail_1424,2016-09-23,67.76,,,plantcat_8,50997
detail_1425,2018-06-15,13.73,,,plantcat_8,51023
detail_1426,2019-05-06,61.38,,,plantcat_8,51103
detail_1427,2014-03-18,0.76,,,plantcat_8,51176
detail_1428,2020-04-17,7.15,,,plantcat_8,51074
detail_1429,2011-12-23,7.6,,,plantcat_9,51200
detail_1430,2013-04-12,3,,,plantcat_8,51134
detail_1431,2013-08-12,9.54,,,plantcat_8,51163
detail_1432,2013-07-01,9.54,,,plantcat_8,51248
detail_1433,2017-03-27,3.92,,,plantcat_8,51191
detail_1434,2013-05-11,3.27,,,plantcat_8,51515
detail_1435,2019-09-18,6.3,,,plantcat_8,51174
detail_1436,2012-09-28,7.5,,,plantcat_8,51319
detail_1437,2015-09-05,70.98,,,plantcat_8,51403
detail_1438,2012-09-28,19.6,,,plantcat_8,51356
detail_1439,2014-11-19,182.07,,,plantcat_8,51441
detail_1440,2016-01-18,4.58,,,plantcat_8,60381
detail_1441,2015-02-27,54.34,,,plantcat_8,51460
detail_1442,2019-06-24,208.5,,,plantcat_9,51526
detail_1443,2019-06-24,208.5,,,plantcat_9,51526
detail_1444,2019-11-20,140.12,,,plantcat_8,51306
detail_1445,2012-11-08,3.2,,,plantcat_9,51996
detail_1446,2016-02-29,24.38,,,plantcat_8,51550
detail_1447,2014-04-19,6.54,,,plantcat_8,51368
detail_1448,2015-03-21,9.9,,,plantcat_8,51368
detail_1449,2020-03-21,9.6,,,plantcat_8,51368
detail_1450,2013-03-15,9.8,,,plantcat_8,51417
detail_1451,2014-05-20,404.39,,,plantcat_8,51359
detail_1452,2016-07-22,129.48,,,plantcat_8,51883
detail_1453,2016-04-23,9.24,,,plantcat_8,51475
detail_1454,2014-10-24,255.2,,,plantcat_8,51378
detail_1455,2015-03-27,361.9,,,plantcat_8,51380
detail_1456,2013-09-17,7.14,,,plantcat_8,53291
detail_1457,2018-03-30,15.4,,,plantcat_8,53291
detail_1458,2015-03-31,95.7,,,plantcat_8,51494
detail_1459,2013-11-25,80.57,,,plantcat_9,51467
detail_1460,2017-12-23,5.7,,,plantcat_8,51467
detail_1461,2013-12-12,99.96,,,plantcat_8,51733
detail_1462,2013-09-23,2.12,,,plantcat_10,51509
detail_1463,2014-10-10,1.56,,,plantcat_8,51894
detail_1464,2018-10-05,2.95,,,plantcat_8,51594
detail_1465,2018-06-27,3.42,,,plantcat_8,51637
detail_1466,2015-03-25,68.4,,,plantcat_8,51776
detail_1467,2015-06-29,105.6,,,plantcat_8,51600
detail_1468,2017-01-17,38.16,,,plantcat_8,52214
detail_1469,2016-07-31,5.04,,,plantcat_8,51586
detail_1470,2015-08-10,4.48,,,plantcat_8,51898
detail_1471,2016-05-19,6.5,,,plantcat_8,51898
detail_1472,2016-05-13,6.21,,,plantcat_8,57040
detail_1473,2013-12-12,22.37,,,plantcat_8,51688
detail_1474,2019-10-04,3.2,,,plantcat_8,51687
detail_1475,2017-12-23,30.25,,,plantcat_9,51913
detail_1476,2014-12-17,54.6,,,plantcat_9,51667
detail_1477,2012-05-04,3.53,,,plantcat_8,51651
detail_1478,2019-02-21,2.8,,,plantcat_8,51665
detail_1479,2016-09-28,92.8,,,plantcat_8,51886
detail_1480,2016-03-17,273.51,,,plantcat_8,52611
detail_1481,2018-03-27,5.4,,,plantcat_9,52878
detail_1482,2018-11-19,2.6,,,plantcat_8,51931
detail_1483,2018-04-16,0.77,,,plantcat_8,52048
detail_1484,2015-01-16,15.66,,,plantcat_8,52000
detail_1485,2012-09-29,41.96,,,plantcat_8,52058
detail_1486,2013-05-29,29.97,,,plantcat_8,52058
detail_1487,2014-12-10,67.86,,,plantcat_8,52059
